rel_filepath,abs_filepath,note_exists,n_backlinks,n_wikilinks,n_tags,n_embedded_files,modified_time
050 🛠 craft/50.02 💜 dev/algorithms/graph algorithms.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.02 💜 dev/algorithms/graph algorithms.md,True,1,0.0,0.0,0.0,2024-08-24 20:50:12.000000000
050 🛠 craft/50.01 ✏ design/concepts/design systems.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.01 ✏ design/concepts/design systems.md,True,4,1.0,0.0,0.0,2025-04-26 17:34:24.000000000
030 🚀 projects/30.02 🐺 noxshin/inspiration.md,/home/leo/library/areas/obsidian/030 🚀 projects/30.02 🐺 noxshin/inspiration.md,True,1,0.0,0.0,0.0,2024-08-26 11:32:40.000000000
020 ⭐ concepts/20.00 ⭐ concept cauldron/rabbit hole concept list.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/rabbit hole concept list.md,True,1,0.0,0.0,0.0,2025-04-23 18:56:10.000000000
030 🚀 projects/30.00 🎸 inhaven/🌠 EP Release/themes.md,/home/leo/library/areas/obsidian/030 🚀 projects/30.00 🎸 inhaven/🌠 EP Release/themes.md,True,0,1.0,0.0,0.0,2025-04-17 17:54:22.000000000
030 🚀 projects/30.01 💍 jewellery/process feedback.md,/home/leo/library/areas/obsidian/030 🚀 projects/30.01 💍 jewellery/process feedback.md,True,0,0.0,0.0,0.0,2024-12-05 17:23:28.000000000
050 🛠 craft/50.02 💜 dev/front-end/front-end libraries.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.02 💜 dev/front-end/front-end libraries.md,True,1,4.0,0.0,0.0,2025-04-26 17:59:42.000000000
098 🌾 compost/🌾 dump/dump-filesystem-philosophy.md,/home/leo/library/areas/obsidian/098 🌾 compost/🌾 dump/dump-filesystem-philosophy.md,True,1,4.0,0.0,1.0,2025-05-03 14:05:28.910733461
050 🛠 craft/50.02 💜 dev/concepts/data_structures.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.02 💜 dev/concepts/data_structures.md,True,1,0.0,0.0,0.0,2024-08-30 10:07:14.000000000
000 🕳 origin/00.00 templates/dump_topic.md,/home/leo/library/areas/obsidian/000 🕳 origin/00.00 templates/dump_topic.md,True,0,0.0,0.0,0.0,2025-04-26 19:48:30.000000000
070 🌱 personal/70.00 🌱 logs/📃 daily progress log.md,/home/leo/library/areas/obsidian/070 🌱 personal/70.00 🌱 logs/📃 daily progress log.md,True,0,1.0,0.0,0.0,2024-08-26 19:04:40.000000000
070 🌱 personal/70.00 🌱 logs/000. aug 2024/002. aug 27 2024.md,/home/leo/library/areas/obsidian/070 🌱 personal/70.00 🌱 logs/000. aug 2024/002. aug 27 2024.md,True,0,0.0,0.0,1.0,2024-08-28 09:55:16.000000000
098 🌾 compost/🌾 dump/dump_language-learning.md,/home/leo/library/areas/obsidian/098 🌾 compost/🌾 dump/dump_language-learning.md,True,0,0.0,0.0,0.0,2025-04-21 16:41:28.000000000
098 🌾 compost/🕳 archive/2025-04-21_obsidian-systematization ⭐.md,/home/leo/library/areas/obsidian/098 🌾 compost/🕳 archive/2025-04-21_obsidian-systematization ⭐.md,True,1,0.0,0.0,0.0,2025-04-21 15:49:26.000000000
050 🛠 craft/50.01 ✏ design/portfolio/portfolio 25'.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.01 ✏ design/portfolio/portfolio 25'.md,True,1,2.0,0.0,0.0,2025-03-28 22:13:04.000000000
098 🌾 compost/🌾 dump/dump_obsidian-automated-local-backups.md,/home/leo/library/areas/obsidian/098 🌾 compost/🌾 dump/dump_obsidian-automated-local-backups.md,True,0,3.0,2.0,0.0,2025-04-26 19:45:46.000000000
098 🌾 compost/🌾 dump/dump_homelab-purpose.md,/home/leo/library/areas/obsidian/098 🌾 compost/🌾 dump/dump_homelab-purpose.md,True,1,2.0,2.0,0.0,2025-04-27 14:03:10.000000000
020 ⭐ concepts/20.00 ⭐ concept cauldron/taoism.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/taoism.md,True,2,2.0,0.0,0.0,2025-03-28 22:08:46.000000000
home..md,/home/leo/library/areas/obsidian/home..md,True,0,0.0,0.0,0.0,2025-05-03 17:38:14.064323902
020 ⭐ concepts/20.00 ⭐ concept cauldron/zettelkasten.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/zettelkasten.md,True,0,0.0,0.0,0.0,2024-09-26 21:16:10.000000000
050 🛠 craft/50.02 💜 dev/languages/C++.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.02 💜 dev/languages/C++.md,True,1,0.0,0.0,0.0,2024-08-28 15:20:22.000000000
050 🛠 craft/50.06 💻 tech/concepts/NAS server.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.06 💻 tech/concepts/NAS server.md,True,4,0.0,0.0,0.0,2025-04-27 13:48:42.000000000
050 🛠 craft/50.01 ✏ design/portfolio/portfolio experience concepts.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.01 ✏ design/portfolio/portfolio experience concepts.md,True,0,0.0,0.0,0.0,2025-03-29 21:10:40.000000000
040 📚 library/40.04 📚 music/album recommendations.md,/home/leo/library/areas/obsidian/040 📚 library/40.04 📚 music/album recommendations.md,True,0,0.0,0.0,0.0,2025-03-01 22:30:28.000000000
070 🌱 personal/70.04 🌱 reflections/2025-04-21_obsessive-rest.md,/home/leo/library/areas/obsidian/070 🌱 personal/70.04 🌱 reflections/2025-04-21_obsessive-rest.md,True,1,2.0,1.0,0.0,2025-04-21 20:37:34.000000000
020 ⭐ concepts/20.00 ⭐ concept cauldron/wu wei.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/wu wei.md,True,2,1.0,0.0,0.0,2025-03-28 22:09:04.000000000
050 🛠 craft/50.01 ✏ design/concepts/filosofía de diseño.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.01 ✏ design/concepts/filosofía de diseño.md,True,3,0.0,0.0,0.0,2025-04-26 17:35:34.000000000
050 🛠 craft/50.02 💜 dev/concepts/procedural_generation.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.02 💜 dev/concepts/procedural_generation.md,True,1,2.0,0.0,0.0,2024-08-26 11:09:58.000000000
030 🚀 projects/30.00 🎸 inhaven/inspiration.md,/home/leo/library/areas/obsidian/030 🚀 projects/30.00 🎸 inhaven/inspiration.md,True,0,0.0,0.0,0.0,2024-11-15 20:57:08.000000000
020 ⭐ concepts/20.00 ⭐ concept cauldron/pattern interrupt.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/pattern interrupt.md,True,1,1.0,0.0,0.0,2025-03-28 22:00:40.000000000
020 ⭐ concepts/20.00 ⭐ concept cauldron/night gardening.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/night gardening.md,True,0,0.0,0.0,0.0,2025-04-23 17:50:00.000000000
070 🌱 personal/70.01 🌱 notes/future to-do list.md,/home/leo/library/areas/obsidian/070 🌱 personal/70.01 🌱 notes/future to-do list.md,True,0,0.0,0.0,0.0,2025-04-27 15:40:14.000000000
070 🌱 personal/70.03 🌱 bedroom redecoration/bedroom redecoration - tasks + ideas.md,/home/leo/library/areas/obsidian/070 🌱 personal/70.03 🌱 bedroom redecoration/bedroom redecoration - tasks + ideas.md,True,1,0.0,0.0,1.0,2025-03-30 19:49:22.000000000
040 📚 library/40.01 📚 books/books index.md,/home/leo/library/areas/obsidian/040 📚 library/40.01 📚 books/books index.md,True,0,0.0,0.0,0.0,2025-04-18 11:27:50.000000000
050 🛠 craft/50.01 ✏ design/concepts/design system.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.01 ✏ design/concepts/design system.md,True,3,3.0,0.0,0.0,2025-04-26 17:35:16.000000000
030 🚀 projects/30.00 🎸 inhaven/guitars/multi-scale.md,/home/leo/library/areas/obsidian/030 🚀 projects/30.00 🎸 inhaven/guitars/multi-scale.md,True,1,0.0,0.0,0.0,2024-11-16 12:17:34.000000000
020 ⭐ concepts/20.00 ⭐ concept cauldron/shiny-object syndrome.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/shiny-object syndrome.md,True,1,0.0,0.0,0.0,2025-04-23 19:09:36.000000000
030 🚀 projects/30.00 🎸 inhaven/guitars/pickups decentes.md,/home/leo/library/areas/obsidian/030 🚀 projects/30.00 🎸 inhaven/guitars/pickups decentes.md,True,1,0.0,0.0,0.0,2024-11-16 11:59:40.000000000
050 🛠 craft/50.02 💜 dev/projects/Rize.io open source clon.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.02 💜 dev/projects/Rize.io open source clon.md,True,1,1.0,0.0,0.0,2024-08-31 11:22:56.000000000
050 🛠 craft/50.02 💜 dev/front-end/three.js.md,/home/leo/library/areas/obsidian/050 🛠 craft/50.02 💜 dev/front-end/three.js.md,True,1,0.0,0.0,0.0,2025-05-02 20:17:16.851711988
070 🌱 personal/70.02 🌱 concepts/the sovereign creator path.md,/home/leo/library/areas/obsidian/070 🌱 personal/70.02 🌱 concepts/the sovereign creator path.md,True,1,1.0,0.0,0.0,2025-03-27 17:56:22.000000000
020 ⭐ concepts/20.00 ⭐ concept cauldron/second brain.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/second brain.md,True,0,0.0,0.0,0.0,2025-04-23 19:11:36.000000000
020 ⭐ concepts/20.00 ⭐ concept cauldron/zeigarnik effect.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/zeigarnik effect.md,True,0,0.0,0.0,0.0,2024-10-14 20:17:18.000000000
000 🕳 origin/000 ♥ origin.md,/home/leo/library/areas/obsidian/000 🕳 origin/000 ♥ origin.md,True,0,1.0,0.0,0.0,2024-08-24 12:20:28.000000000
020 ⭐ concepts/20.00 ⭐ concept cauldron/the daemon cycle.md,/home/leo/library/areas/obsidian/020 ⭐ concepts/20.00 ⭐ concept cauldron/the daemon cycle.md,True,1,1.0,0.0,0.0,2025-03-27 17:56:38.000000000
